channel_id,title,description,view_count,subscriber_count,video_count,published_at
UCIE0qJTh0mRbGq880RQh2TA,Social Stoic,"We teach men how to meet & attract women the natural way - Offline. 
",57497,1960,8,2020-03-30T17:58:54.168141Z
