video_id,author,published_at,updated_at,like_count,text
n6Tnx7GHXtE,@SocialStoicYouTube,2024-06-24T15:20:14Z,2024-08-15T08:52:29Z,0,"For 1 to 1 coaching please email us at:   thesocialstoic@<a href=""http://gmail.com/"">gmail.com</a>"
n6Tnx7GHXtE,@o0SayNoMore0o,2024-08-15T11:25:14Z,2024-08-15T11:25:14Z,0,"I normally say &quot;I mean I agree, that&#39;s a really boring answer&quot; (with a smirk on my face)"
n6Tnx7GHXtE,@DanTuber,2024-07-17T10:52:37Z,2024-07-17T10:52:37Z,1,"i was on a date once and the girl told me twice, she was boring. TBH i didn&#39;t see it as a shit test. It kinda was a turn off."
n6Tnx7GHXtE,@melodicroutes,2024-06-26T18:07:27Z,2024-06-26T18:07:27Z,0,Amazing. Shit test of the week
n6Tnx7GHXtE,@zatarawood3588,2024-04-04T21:48:16Z,2024-04-04T21:48:16Z,2,Here&#39;s a good one ... usually coming @ the no close ... &quot;we can be friends&quot; :)
n6Tnx7GHXtE,@ZenGamer97,2024-03-30T17:18:41Z,2024-03-30T17:18:41Z,1,Top tier advice 👌🏻
n6Tnx7GHXtE,@Gigachadindustries,2024-03-29T04:32:50Z,2024-03-29T04:32:50Z,2,legendary!
